"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Kirk Cousins","QB","WAS",2532820,1988-08-19,16.1683229461756,15.668,16.4821145776496,0.470664015103204,18,1.16323087818697,10,4,8.2,2.8,5.92547500786212
"Knile Davis","RB","KC",2540178,1991-10-05,0,0,0,NA,109,0,28,3,NA,NA,NA
"Kyle Juszczyk","RB","BAL",2540230,1991-04-23,3.015,3.015,3.015,6.28193035515912e-16,65,0.0392404761904763,18,3,NA,NA,NA
"Kyle Rudolph","TE","MIN",2495438,1989-11-09,6.5607380952381,4.375,8.92085983527132,2.78240196286486,17,0.839845238095238,7,5,7.3,2.4,2.85995293583364
"Ladarius Green","TE","PIT",2532853,1990-05-29,0,0,0,NA,90,0,0,4,NA,NA,NA
"Lamar Miller","RB","HOU",2533034,1991-04-25,15.1490452380952,11.0725,17.8055694942832,3.46821890288123,6,0.410905654318359,3,4,20.9,3.6,3.75391432125785
"Lance Dunbar","RB","DAL",2535708,1990-01-25,2.25,2.25,2.25,0,76,0.0328725480803351,19,4,NA,NA,NA
"Lance Kendricks","TE","LAR",2495187,1988-01-30,1.91663208852006,1.875,1.94847295265206,0.0444082186581477,54,0.024114231377198,17,5,NA,NA,NA
"Landry Jones","QB","PIT",2539287,1989-04-04,0.454000000000001,0.454,0.454,2.48481527459643e-16,39,0.155000000000001,23,3,NA,NA,3.79321556663569
"Laquon Treadwell","WR","MIN",2555214,1995-06-14,3.80555684479455,1.07619970193741,5.42174781976744,2.09705503544134,92,0.140069018653079,22,0,95.3,6.9,5.15766604024772
"Larry Donnell","TE","NYG",2537933,1988-11-01,1.875,1.875,1.875,2.30326499642866e-16,56,0.728958643815201,17,4,NA,NA,NA
"Larry Fitzgerald","WR","ARI",2506106,1983-08-31,10.7911904761905,8.335,12.7275030782762,2.37792604037628,30,0.154089285714285,5,12,22.8,4.9,3.94485034603447
"Latavius Murray","RB","OAK",2541161,1990-01-18,10.1969156293223,6.3925,12.6915185335216,3.6833445361315,18,0.584937057893697,6,3,NA,NA,NA
"LeGarrette Blount","RB","NE",497149,1986-12-05,5.19136237897649,4.825,5.47156198333816,0.390792324191699,47,0.178826968211615,14,6,NA,NA,NA
"LeSean McCoy","RB","BUF",79607,1988-07-12,14.499124405649,8.955,17.0833252077197,3.76998499277405,8,0.605519589784972,3,7,10.4,2.8,3.31014703437677
"LeVeon Bell","RB","PIT",2540175,1992-02-18,18.8025,18.8025,18.8025,0,1,2.50021562522177,1,3,1.4,0.8,2.20072881717409
"Lee Smith","TE","OAK",2495347,1987-11-21,1.18202309985097,0.25,1.86265996937338,0.959169055722081,57,0.145743293591654,18,5,60.7,11.4,7.76915180860269
"Leonte Carroo","WR","MIA",2555215,1994-01-24,2.96131019830028,2.76,3.08756756074955,0.189376615518993,106,0.142942918090526,26,0,128.2,8.9,6.37048173446098
"Levine Toilolo","TE","ATL",2540203,1991-07-30,1.11005961251863,0.45,1.55510453852286,0.645715115943623,58,0.228755588673621,18,3,47.2,9.1,6.51457876333949
"Lions","DST","DET",100010,NA,10.8228017883756,7.7,14.718606715921,4.7628916565293,14,0.102533532041729,10,46,28.9,2.4,2.69269717710487
"Logan Paulsen","TE","CHI",2507828,1987-02-26,0.2125,0.2125,0.2125,2.74513401690536e-17,83,0.00625000000000001,25,6,NA,NA,NA
"Logan Thomas","TE","BUF",2543767,1991-07-01,0.25,0.25,0.25,NA,79,0.00996646795827125,25,2,NA,NA,NA
"Lorenzo Taliaferro","RB","BAL",2543704,1991-12-23,0,0,0,NA,109,0,28,2,NA,NA,NA
"Luke McCown","QB","NO",2506053,1981-07-12,0,0,0,NA,48,0,30,12,NA,NA,NA
"Luke Stocker","TE","TB",2495234,1988-07-17,0.2875,0.2875,0.2875,0,76,0.0125,24,5,NA,NA,NA
"Luke Willson","TE","SEA",2541199,1990-01-15,2.61486904761905,1.9125,3.02457124010554,0.627906119939736,45,0.0768119100844511,15,3,40.7,6.3,4.98727244736689
"Mack Brown","RB","WAS",2553867,1991-09-24,0.4,0.4,0.4,7.85241294394891e-17,96,0.0779582712369598,22,0,103.5,15.5,10.3549527136138
"Malcolm Brown","RB","LAR",2552382,1993-05-15,1.36369970193741,0.6575,1.83985456451669,0.690852483271721,91,0.363699701937407,20,1,77.8,5.3,4.69691980588014
"Malcolm Mitchell","WR","NE",2555216,1993-07-20,1.49421742209632,1.28,1.66391514736076,0.233564492473424,120,0.178536232608074,28,0,NA,NA,NA
"MarQueis Gray","TE","MIA",2540259,1990-11-07,0,0,0,NA,90,0,0,3,76,6,4.82363248494126
"Marc Mariani","WR","TEN",1037885,1987-05-02,0,0,0,NA,154,0,0,6,NA,NA,NA
"Marcedes Lewis","TE","JAC",2495888,1984-05-19,1.91003571428571,1.25,2.45821635174419,0.671546663605532,55,0.38152416436023,17,10,40.8,8,5.91456556777883
"Marcel Reece","RB","SEA",4433,1985-06-23,0,0,0,NA,109,0,28,8,NA,NA,NA
"Marcus Easley","WR","BUF",497286,1987-11-02,0,0,0,NA,154,0,0,6,NA,NA,NA
"Marcus Mariota","QB","TEN",2552466,1993-10-30,14.7397422096317,14.554,14.8562356693849,0.174731490585524,21,2.1453328611898,11,1,15.5,2.2,4.58961217201279
"Mario Alford","WR","CLE",2552650,1992-02-25,0,0,0,NA,154,0,39,1,NA,NA,NA
"Mark Ingram","RB","NO",2495466,1989-12-21,12.2543330352707,9.63,14.5074835717703,2.73280813657659,14,1.02149071161929,5,5,28.8,2.7,3.25467612351664
"Mark Sanchez","QB","DAL",79858,1986-11-11,0,0,0,NA,48,0,30,7,NA,NA,NA
"Marlon Brown","WR","DEN",2540005,1991-04-22,0,0,0,NA,154,0,39,3,NA,NA,NA
"Marqise Lee","WR","JAC",2543475,1991-11-25,4.74491398765169,3.18119970193741,6.12445752586386,1.66748261213105,77,0.130686457668015,18,2,42.5,5.9,4.5512581931411
"Marquez North","WR","FA",2556636,1995-04-21,0,0,0,NA,154,0,39,0,NA,NA,NA
"Marquise Goodwin","WR","BUF",2539964,1990-11-19,6.7625,6.7625,6.7625,0,52,0.0642930061741538,11,3,NA,NA,NA
"Marshawn Lynch","RB","FA",2495663,1986-04-22,9.9175,9.9175,9.9175,2.51277214206365e-15,19,0.866425647105315,6,9,NA,NA,NA
"Martavis Bryant","WR","PIT",2543572,1991-12-20,9.55,9.55,9.55,0,37,0.614670451203159,7,2,24.4,7.1,5.27894760966905
"Martellus Bennett","TE","NE",1062,1987-03-10,10.1862378976487,7.9125,11.6771562713262,2.20137883919675,7,1.26440550286505,3,8,NA,NA,NA
"Marvin Jones","WR","DET",2532884,1990-03-12,10.3369642857143,6.6875,13.2397292216359,3.5692560616395,35,0.701826183731283,5,4,42.1,5.2,4.12677270016646
"Mason Crosby","K","GB",2507232,1984-09-03,7.82876867295141,2.83942857142857,9.67253298153034,3.25982027151434,1,0.0667183634433695,1,9,5.4,2.4,5.3901565862209
"Matt Asiata","RB","MIN",2495258,1987-07-24,0,0,0,NA,109,0,28,5,NA,NA,NA
"Matt Barkley","QB","CHI",2539308,1990-09-08,0,0,0,NA,48,0,30,3,NA,NA,NA
"Matt Bryant","K","ATL",2504797,1975-05-29,7.31834620142473,2.84428571428571,10.0920913132695,3.42296757712578,6,0.121094378975208,1,14,2.4,3.2,6.91310477956691
"Matt Cassel","QB","TEN",2506562,1982-05-17,0.538,0.538,0.538,1.10853447151923e-16,38,0.0899999999999997,22,11,NA,NA,3.79321556663569
"Matt Flynn","QB","NO",367,1985-06-20,0.01,0.01,0.01,NA,46,0.005,29,8,NA,NA,NA
"Matt Forte","RB","NYJ",234,1985-12-10,8.15664047619048,5.2475,9.72924235474006,2.12135013499042,27,0.186681101412249,8,8,36.7,3.8,3.86485614297812
"Matt Hazel","WR","WAS",2543792,1992-01-23,0,0,0,0,154,0,39,2,NA,NA,NA
"Matt Jones","RB","WAS",2552635,1992-11-17,3.76117565698479,1.57,5.19795693697836,2.12144404561208,60,0.136811280214248,17,1,NA,NA,NA
"Matt Lengel","TE","NE",2553554,1990-12-27,0,0,0,0,90,0,0,1,NA,NA,NA
"Matt McGloin","QB","OAK",2542065,1989-12-02,0,0,0,NA,48,0,30,3,NA,NA,NA
"Matt Moore","QB","MIA",2507282,1984-08-09,0.068,0.068,0.068,0,43,0.041,27,9,NA,NA,3.79321556663568
"Matt Prater","K","DET",2506677,1984-08-10,7.30305680444767,2.51990476190476,9.50860158311346,3.30576075413214,7,0.351034496138825,2,10,6.6,2.7,5.94800547940367
"Matt Ryan","QB","ATL",310,1985-05-17,17.2880226628895,15.072,18.677863708731,2.08465778363307,11,0.298325779036826,5,8,3.3,1.3,5.07052284530339
"Matt Schaub","QB","ATL",2505982,1981-06-25,-0.648,-0.648,-0.648,1.57009975578838e-16,86,NA,31,12,NA,NA,3.79321556663569
"Matt Slater","WR","NE",4487,1985-09-09,0,0,0,0,154,0,40,8,NA,NA,NA
"Matthew Mulligan","TE","DET",2507405,1985-01-18,0,0,0,NA,90,0,0,8,NA,NA,NA
"Matthew Stafford","QB","DET",79860,1988-02-07,16.9675325779037,16.814,17.063824859665,0.144431232102484,13,0.129056657223796,6,7,6,2.2,4.55762712682423
"Maurice Harris","WR","WAS",2556404,1992-11-11,0,0,0,NA,154,0,39,0,NA,NA,NA
"Maxx Williams","TE","BAL",2552468,1994-04-12,1.95182563338301,1.625,2.13815043604651,0.450780573006424,53,0.0384917319801252,17,1,39.4,7,5.36909902636004
"Melvin Gordon","RB","SD",2552469,1993-04-13,8.79569156293223,6.475,10.5705923035479,2.47544098862989,21,0.103246473868285,7,1,NA,NA,NA
"Michael Campanaro","WR","BAL",2550163,1991-01-25,0.2125,0.2125,0.2125,2.74513401690536e-17,146,0.0699832339791356,36,2,110.8,5.5,4.30869505429845
"Michael Crabtree","WR","OAK",71269,1987-09-14,12.1262738095238,10.1375,14.1929436895339,2.46456747475045,23,0.279880952380953,4,7,9.5,4.4,3.64164642248116
"Michael Floyd","WR","NE",2532841,1989-11-27,0,0,0,NA,154,0,39,4,NA,NA,NA
"Michael Hoomanawanui","TE","NO",497246,1988-07-04,0.9625,0.9625,0.9625,1.57048258878978e-16,59,0.168621460506706,18,6,75.4,8.2,6.02365887606258
"Michael Thomas","WR","NO",2556370,1993-03-03,6.47938095238095,2.265,10.2752271317829,4.54200438152781,56,0.183048939482227,12,0,7.4,3.8,3.27780171421718
"Mike Evans","WR","TB",2543468,1993-08-21,15.8083038243626,11.5875,18.4554998570489,3.97059637204821,6,1.18523009881429,2,2,4.8,2.1,2.24690837413592
"Mike Gillislee","RB","BUF",2539663,1990-11-01,5.35948824343015,2.45,7.58470977676992,3.10350008108083,46,0.251271643177036,13,3,NA,NA,NA
"Mike Glennon","QB","TB",2539275,1989-12-12,0,0,0,NA,48,0,30,3,NA,NA,NA
"Mike James","RB","DET",2540224,1991-04-13,0,0,0,0,109,0,28,3,NA,NA,NA
"Mike Nugent","K","FA",2506386,1982-03-02,0,0,0,0,30,0,11,11,NA,NA,1.73027914870698
"Mike Thomas","WR","LAR",2556381,1994-08-16,0,0,0,NA,154,0,39,0,NA,NA,NA
"Mike Tolbert","RB","CAR",2507428,1985-11-23,4.10203319502075,2.25,5.51849677940751,1.97553132716388,58,0.216445366528355,16,8,NA,NA,NA
"Mike Wallace","WR","BAL",2507763,1986-08-01,6.75703571428571,5.5075,8.20270995639535,1.69908863378778,53,0.175555429608258,11,7,60.9,5,4.00549113074513
"Mohamed Sanu","WR","ATL",2533040,1989-08-22,7.32030952380952,5.89,8.01962936046512,0.985920456281212,49,0.304498666271488,10,4,47.9,5.6,4.36933583900911
"Moritz Boehringer","WR","FA",2556261,1993-10-16,0,0,0,NA,154,0,39,0,NA,NA,NA
"Mychal Rivera","TE","OAK",2539995,1990-09-08,0,0,0,NA,90,0,0,3,NA,NA,NA
"Neal Sterling","TE","JAC",2553451,1992-01-14,0,0,0,NA,90,0,0,1,NA,NA,NA
"Nelson Agholor","WR","PHI",2552600,1993-05-24,4.64872886949116,3.875,5.06846043150713,0.565610373832745,78,0.0843706177702073,18,1,58.2,5.6,4.36933583900911
"Nick Boyle","TE","BAL",2552402,1993-02-17,3.1,3.1,3.1,0,40,0.124431818181818,0,1,43.8,6.8,5.26000571807629
"Nick Foles","QB","KC",2532842,1989-01-20,0,0,0,NA,48,0,30,4,NA,NA,NA
"Nick Folk","K","NYJ",2507225,1984-11-05,2,2,2,0,24,0.245573997233748,9,9,NA,NA,1.73027914870698
"Nick Novak","K","HOU",2506194,1981-08-21,1.57261410788382,0,2.60379684472131,1.52256749685078,28,0.786307053941909,10,2016,NA,NA,4.37916509481846
"Nick OLeary","TE","BUF",2552403,1992-08-31,0.242567064083458,0.0375,0.38083344886147,0.200610521458213,80,0.0175670640834575,25,1,55.5,7,5.36909902636004
"Nick Rose","K","SF",2556450,1994-05-05,0,0,0,NA,30,NA,10,0,NA,NA,NA
"Nick Vannett","TE","SEA",2555289,1993-03-06,0.3625,0.3625,0.3625,0,72,0.0141207153502236,23,0,62.7,10.5,7.27823192132579
"Nick Williams","WR","ATL",2540279,1990-11-23,0.7125,0.7125,0.7125,NA,129,0.0306967213114754,30,3,NA,NA,NA
"Niles Paul","TE","WAS",2495211,1989-08-09,0.787649031296572,0.3125,1.13464037654329,0.488988146054394,61,0.106399031296572,19,5,70,11.6,7.87824511688645
"Odell Beckham","WR","NYG",2543496,1992-11-05,18.6020254957507,15.73,20.4032972000269,2.70177304807096,2,1.87752415624322,1,2,8.4,5.7,4.42997662371977
"Orleans Darkwa","RB","NYG",2550481,1992-02-28,2.21935922574693,1.3625,2.95367481753053,0.88530189470039,77,0.00816138670073085,19,2,54.8,7.5,5.91727984480309
"Packers","DST","GB",100011,NA,11.7487332339791,11.7,15.940607630946,3.45348948479437,6,0.092399403874813,4,46,8.7,3.6,2.63734088217344
"Panthers","DST","CAR",100004,NA,13.6847988077496,13.1,18.0480818449078,3.50517839305369,2,1.54523099850969,2,46,16.2,3.6,2.71759963678372
"Patrick DiMarco","RB","ATL",2530763,1989-04-30,0.1875,0.1875,0.1875,2.74513401690536e-17,100,0.03125,24,5,NA,NA,NA
"Patriots","DST","NE",100021,NA,10.7588673621461,10.4,15.0388468873296,3.47092543359037,15,0.362965722801787,11,46,6.4,3.5,2.49959851541212
"Paul Perkins","RB","NYG",2555460,1994-11-16,8.32,8.32,8.32,2.51277214206365e-15,25,0.156795089063941,7,0,46.6,5.7,4.91880344932067
"Paul Richardson","WR","SEA",2543491,1992-04-13,3.06339418777943,1.7625,3.94052156621495,1.27262299550054,105,0.121425750328249,26,2,55.7,6.5,4.91510290140507
"Paxton Lynch","QB","DEN",2555316,1994-02-12,7.668,7.668,7.668,1.25607980463071e-15,31,0.771763456090652,17,0,NA,NA,3.79321556663569
"Peyton Barber","RB","TB",2556466,1994-06-27,0,0,0,NA,109,0,28,0,75,6.1,5.14068709276121
"Pharoh Cooper","WR","LAR",2555419,1995-03-07,2.3,2.3,2.3,4.39221442704858e-16,111,0.0333690476190478,27,0,132.4,5.5,4.30869505429845
"Phil Dawson","K","SF",2500351,1975-01-23,1.8088520055325,1,2.42747450866866,0.86278824821544,26,0.172544951590595,9,18,NA,NA,3.23131451817015
"Philip Rivers","QB","SD",2506121,1981-12-08,17.4,17.4,17.4,0,10,0.25005807365439,5,12,NA,NA,3.79321556663568
"Phillip Supernaw","TE","TEN",2535535,1990-01-30,0.365424739195231,0.2375,0.458845485992425,0.131650654706952,71,0.00917473919523104,23,4,71,3.6,3.51451278553618
"Pierre Garcon","WR","WAS",2346,1986-08-08,6.96912171507607,5.625,7.99712675705233,1.43375105953448,51,0.209353857933214,10,8,NA,NA,NA
"Quan Bray","WR","IND",2553467,1993-04-28,0.669616244411326,0.4625,0.820868882082974,0.213148679049351,131,0.0196907600596126,31,1,115.3,7.9,5.76407388735435
"Quincy Enunwa","WR","NYJ",2543828,1992-05-31,3.60209985835694,3.4075,3.7241486420579,0.18306406166836,95,0.0326140163301152,24,2,NA,NA,NA
"Quinton Patton","WR","SF",2539250,1990-08-09,4.375,4.375,4.375,0,84,0.0896366099605679,20,3,NA,NA,NA
"Raheem Mostert","RB","SF",2553728,1992-04-09,2.2075,2.2075,2.2075,0,79,0.0562190476190474,19,1,NA,NA,NA
"Raiders","DST","OAK",100018,NA,10.6816691505216,5.4,14.012468800819,5.89020226026559,16,0.593666169895677,12,46,19.6,3.7,6.58570581519085
"Rams","DST","LAR",100028,NA,11.7411326378539,7.4,16.0265026567433,5.19846187399412,7,0.228464977645304,5,46,NA,NA,4.90087257864701
"Randall Cobb","WR","GB",2495448,1990-08-22,10.5860476190476,7.33,13.4448653474055,3.45151753353212,33,0.199072204235799,5,5,38.8,13,8.85675390759814
"Randall Telfer","TE","CLE",2552660,1992-05-16,2.07691877794337,0.9875,2.81145894707656,1.06574339524676,51,0.103416675537577,17,1,66.5,4.5,4.00543267281308
"Randy Bullock","K","CIN",2533444,1989-12-16,5.7597200993542,2.15126676602086,7.61682170542636,3.10308941785241,15,0.138086454110221,4,4,26.1,3.6,7.32536609412786
"Rannell Hall","WR","CLE",2553716,1993-01-30,0,0,0,NA,154,0,39,1,NA,NA,NA
"Rashad Greene","WR","JAC",2552425,1992-09-23,0.693990312965723,0.03,1.17888847491307,0.683329588717038,130,0.0279321907600596,30,1,NA,NA,NA
"Rashad Jennings","RB","NYG",71345,1985-03-26,6.875,6.875,6.875,0,33,0.0717522319210842,10,7,NA,NA,NA
"Rashad Ross","WR","SF",2541940,1990-02-02,0,0,0,NA,154,0,39,3,NA,NA,NA
"Rashard Higgins","WR","CLE",2555468,1994-10-07,1.525,1.525,1.525,0,119,0.0872100994635978,28,0,41.4,6.5,4.91510290140507
"Ravens","DST","BAL",100002,NA,9.37660208643815,4.3,12.6481516042381,5.85078370662092,25,0.267734724292101,17,46,1.8,1.7,3.22818692451018
"Redskins","DST","WAS",100032,NA,11.1588673621461,6.8,14.223041416205,5.76590649762267,12,0.300000000000001,9,46,30.4,2,3.59084270166937
"Reggie Bush","RB","BUF",2506874,1985-03-02,2.875,2.875,2.875,NA,69,0.091239434745582,18,10,NA,NA,NA
"Rex Burkhead","RB","CIN",2539265,1990-07-02,2.95,2.95,2.95,6.28193035515912e-16,67,0.0525000000000002,18,3,NA,NA,NA
"Rhett Ellison","TE","MIN",2532835,1988-10-03,0.35,0.35,0.35,0,73,0.0266207153502236,23,4,NA,NA,NA
"Ricardo Louis","WR","CLE",2555473,1994-03-23,1.18716840536513,0.29,1.79208383876893,0.877671031379682,123,0.197831594634873,29,0,77.4,8.9,6.37048173446098
"Richard Rodgers","TE","GB",2550313,1992-01-22,4.20187677053824,3.125,5.05495182186761,1.17413501621775,29,0.205155042130039,11,2,52.1,10,7.00549865061639
"Rishard Matthews","WR","TEN",2532903,1989-10-12,7.53625,5.395,8.96511850152905,1.89126889619928,48,0.344845238095238,9,4,43.7,4.7,3.82356877661315
"Rob Gronkowski","TE","NE",497240,1989-05-14,12.3375,12.3375,12.3375,2.51277214206365e-15,3,1.47319970193741,2,6,1.5,1,2.09629977784734
"Rob Kelley","RB","WAS",2556414,1992-10-03,6.2999758924136,4.47119970193741,8.19623016152278,2.24197028526783,42,0.103052380952381,11,0,40.9,9.7,7.13763988372605
"Robbie Gould","K","NYG",2506264,1982-12-06,2,2,2,0,24,0.0955739972337484,8,11,NA,NA,1.73027914870698
"Robby Anderson","WR","NYJ",2556462,1993-05-09,5.87239195230999,1.425,8.87104417218313,4.350740684125,63,0.247391952309985,14,0,65.9,5.8,4.49061740843043
"Robert Griffin","QB","CLE",2533033,1990-02-12,11.1,11.1,11.1,2.51843599756742e-15,28,0.775509915014164,16,4,NA,NA,3.79321556663569
"Robert Turbin","RB","IND",2533460,1989-12-02,3.00151904761905,1.875,4.00714382751938,1.20479187479603,66,0.0665190476190478,18,4,72.1,8.9,6.69387259684498
"Robert Woods","WR","BUF",2540169,1992-04-10,4.31552558782849,4.25,4.35115435356201,0.0883883476483184,85,0.0825598650267043,21,3,NA,NA,NA
"Rod Smith","RB","DAL",2553743,1992-01-10,0,0,0,0,109,0,28,1,87.2,10.1,7.35952352716659
"Rod Streater","WR","SF",2535869,1988-02-09,0,0,0,NA,154,0,39,4,NA,NA,NA
"Roger Lewis","WR","NYG",2556592,1993-11-27,3.85,3.85,3.85,0,90,0.0287230679156902,22,0,102.3,11,7.64393821338489
"Ronnie Hillman","RB","SD",2533437,1991-09-14,0,0,0,NA,109,0,28,4,NA,NA,NA
"Roosevelt Nix","RB","PIT",2550235,1992-03-30,0.0375,0.0375,0.0375,9.81551617993613e-18,107,0.0275,28,2,NA,NA,NA
"Rory Anderson","TE","FA",2553465,1992-10-02,0,0,0,NA,90,0,0,1,NA,NA,NA
"Ross Travis","TE","KC",2554630,1993-01-09,0.2625,0.2625,0.2625,NA,78,0.0162164679582713,25,1,64.8,9.9,6.95095199647452
"Rueben Randle","WR","CHI",2533533,1991-05-07,0,0,0,NA,154,0,39,4,NA,NA,NA
"Russell Shepard","WR","TB",2541944,1990-11-17,3.475,3.475,3.475,0,99,0.222513040238449,25,3,NA,NA,NA
"Russell Wilson","QB","SEA",2532975,1988-11-29,21.3785127478754,20.89,21.6304854881266,0.643467170879758,1,1.23183569405099,1,4,11.4,2.9,6.27846580587799
"Ryan Fitzpatrick","QB","NYJ",2506581,1982-11-24,16.8,16.8,16.8,0,16,0.403287535410765,8,11,NA,NA,3.79321556663568
"Ryan Grant","WR","WAS",2543759,1990-12-19,3.3299739195231,2.8,3.7170027276829,0.545409855214517,100,0.1799739195231,25,2,82.7,8,5.82471467206501
"Ryan Griffin","TE","HOU",2541316,1990-01-11,3.88139017812788,2.34619970193741,4.86631177325581,1.28622952736532,33,0.193638687814917,12,3,33.9,5.7,4.65999252251562
"Ryan Hewitt","TE","CIN",2550206,1991-01-24,0.2125,0.2125,0.2125,2.74513401690536e-17,83,0.01875,25,2,72.5,10.5,7.27823192132579
"Ryan Mallett","QB","BAL",2495443,1988-06-05,0.442,0.442,0.442,5.54267235759613e-17,40,0.291,24,5,NA,NA,3.79321556663568
"Ryan Mathews","RB","PHI",497188,1987-10-10,13.875,13.875,13.875,1.84261199714293e-15,10,0.682422315526781,4,6,NA,NA,NA
"Ryan Nassib","QB","NYG",2539961,1990-03-10,0,0,0,NA,48,0,30,3,NA,NA,NA
"Ryan Succop","K","TEN",89802,1986-09-19,5.59828874678621,2.46085714285714,7.03565010570825,2.12483596628106,17,0.31894447855531,4,7,17.8,3.1,5.61126410012552
"Ryan Tannehill","QB","MIA",2532956,1988-07-27,12.3772039660057,11.6,12.9928856589651,0.847397228908985,23,0.388637393767706,13,4,NA,NA,5.5822457608491
"Saints","DST","NO",100022,NA,10.1101341281669,5.7,13.1891207153502,5.76917732734179,17,0.0540983606557379,12,46,29.8,2,3.59592140672697
"Sam Bradford","QB","MIN",497095,1987-11-08,0,0,0,NA,48,0,30,6,NA,NA,NA
"Sammie Coates","WR","PIT",2552470,1993-03-31,4.02513831258645,2.2625,5.1809222967918,1.70654440272024,88,0.159061561468711,21,1,NA,NA,NA
"Sammy Watkins","WR","BUF",2543457,1993-06-14,13.5041493775934,8,16.4969656992084,7.42462120245875,18,0.437624944165599,3,2,NA,NA,NA
"Scott Tolzien","QB","IND",2495425,1987-09-04,0.744,0.744,0.744,0,37,0.248,22,5,NA,NA,3.79321556663568
"Seahawks","DST","SEA",100030,NA,9.86900149031296,6.6,13.8115542288197,4.79997836502589,20,0.251266766020864,13,46,9.1,4.5,6.21141098150734
"Sean Mannion","QB","LAR",2552576,1992-04-25,0.156,0.156,0.156,2.77979829369454e-17,41,0.049,25,1,NA,NA,3.79321556663568
"Sean McGrath","TE","SD",2535943,1987-12-03,0.15,0.15,0.15,3.92620647197445e-17,88,0.11875,26,4,NA,NA,NA
"Sebastian Janikowski","K","OAK",2504257,1978-03-02,5.0395373864274,2.44419263456091,6.40796354041737,2.21320105766107,19,2.1395373864274,5,16,NA,NA,5.58069444371577
"Seth DeValve","TE","CLE",2556365,1993-01-29,3.025,3.025,3.025,6.28193035515912e-16,41,0.121777056277056,14,0,28.9,5,4.27816594352248
"Seth Roberts","WR","OAK",2550597,1991-02-22,5.36339285714286,5.01,5.7011746941896,0.403717950011443,70,0.0665892857142865,16,2,80.6,6.7,5.0363844708264
"Seyi Ajirotutu","WR","PHI",497260,1987-06-12,0.075,0.075,0.075,NA,150,0.0275707898658718,39,6,NA,NA,NA
"Shane Vereen","RB","NYG",2495473,1989-03-02,4.91556845149386,4.1375,5.70604782709787,0.935539357085938,51,0.0810270208989605,15,5,43.8,3.7,3.80938523211798
"Shaun Hill","QB","MIN",2504833,1980-01-09,9.8,9.8,9.8,0,30,2.26976345609065,16,2016,NA,NA,3.79321556663568
"Silas Redd","RB","WAS",2550529,1992-03-01,1.505,1.505,1.505,NA,88,0.0810916542473921,20,2,NA,NA,NA
"Spencer Ware","RB","KC",2540204,1991-11-23,13.912209631728,11.985,15.1209134482424,1.81296546590182,9,0.37397153648995,4,3,NA,NA,NA
"Stedman Bailey","WR","LAR",2540157,1990-11-11,0,0,0,NA,154,0,39,3,NA,NA,NA
"Steelers","DST","PIT",100027,NA,12.1842026825633,6.8,16.7604328702341,5.67642419072552,3,0.193368107302533,3,46,4,2.6,4.44079491650335
"Stefon Diggs","WR","MIN",2552608,1993-11-29,12.1141428571429,9.765,13.4824058047493,1.8575401680001,24,0.607497777119148,4,1,26.2,5.7,4.42997662371977
"Stepfan Taylor","RB","ARI",2539315,1991-06-09,0,0,0,NA,109,0,28,3,NA,NA,NA
"Stephen Anderson","TE","HOU",2556463,1993-01-30,0.2875,0.2875,0.2875,0,76,0.03125,25,0,38.4,6.3,4.98727244736689
"Stephen Gostkowski","K","NE",2506922,1984-01-28,7.09144684045138,2.66533333333333,10.2049648102815,3.66012298703884,8,0.330444785822423,2,10,2.4,1.5,4.18471051192756
"Stephen Morris","QB","FA",2550376,1992-08-27,0,0,0,NA,48,0,30,2,NA,NA,NA
"Sterling Shepard","WR","NYG",2555295,1993-02-10,10.798119047619,7.535,13.3184607299912,3.10821052025388,29,0.0645892857142858,5,0,55.4,4.3,3.58100563777049
"Steve Johnson","WR","SD",768,1986-07-22,0,0,0,NA,154,0,0,8,NA,NA,NA
"Steven Hauschka","K","SEA",2507374,1985-06-29,2.38063623789765,2,2.67175270996172,0.406017999160207,23,0.380636237897648,7,2016,NA,NA,2.43664873433671
"Steven Jackson","RB","NE",2505936,1983-07-22,2.92,2.92,2.92,NA,68,0.073739434745582,18,12,NA,NA,NA
"Storm Johnson","RB","MIA",2543570,1992-07-17,0,0,0,NA,109,0,28,2,NA,NA,NA
"T.J. Jones","WR","DET",2543836,1992-07-19,2.2625,2.2625,2.2625,6.28193035515912e-16,113,0.0473700768655192,27,2,NA,NA,NA
"T.J. Yeldon","RB","JAC",2552471,1993-10-02,6.43910764872521,4.63,7.57374047926929,1.70186451813068,41,0.141813899168758,11,1,76.7,7.3,5.80633802308282
"T.Y. Hilton","WR","IND",2532865,1989-11-14,13.9344523809524,10.7125,17.2682149956025,3.97673119428207,13,0.110196428571429,3,4,31.2,5,4.00549113074513
"Taiwan Jones","RB","OAK",2495467,1988-07-26,0.1425,0.1425,0.1425,3.92620647197445e-17,102,0.0175,25,5,NA,NA,NA
"Tajae Sharpe","WR","TEN",2555317,1994-12-23,10.4369865439093,6.1625,13.1178512065821,4.02109680285328,34,0.408366299069204,5,0,NA,NA,NA
"Tanner McEvoy","WR","SEA",2556612,1993-01-26,0.637350968703428,0.1375,0.974375281599834,0.488988146054394,133,0.0948509687034277,31,0,123.8,11.1,7.70457899809555
